"Pseudo_Student_ID","school_id_pb","ABSENCES_TOTAL_22","ALG1_EOC_SCALE_SCORE_22","document_view_1","document_view_2","document_view_3","document_view_4","leaderboard_load_1","leaderboard_load_2","leaderboard_load_3","leaderboard_load_4","ortan_load_1","ortan_load_2","ortan_load_3","ortan_load_4","ortan_video_watc_1","ortan_video_watc_2","ortan_video_watc_3","ortan_video_watc_4","tys_answer_1","tys_answer_2","tys_answer_3","tys_answer_4","tys_finish_1","tys_finish_2","tys_finish_3","tys_finish_4","tys_load_1","tys_load_2","tys_load_3","tys_load_4","tys_previous_1","tys_previous_2","tys_previous_3","tys_previous_4","tys_review_corre_1","tys_review_corre_2","tys_review_corre_3","tys_review_corre_4","tys_review_incor_1","tys_review_incor_2","tys_review_incor_3","tys_review_incor_4","tys_review_solut_1","tys_review_solut_2","tys_review_solut_3","tys_review_solut_4","tys_review_topic_1","tys_review_topic_2","tys_review_topic_3","tys_review_topic_4","video_caption_1","video_caption_2","video_caption_3","video_caption_4","video_completed_1","video_completed_2","video_completed_3","video_completed_4","video_pause_1","video_pause_2","video_pause_3","video_pause_4","video_play_1","video_play_2","video_play_3","video_play_4","video_seek_1","video_seek_2","video_seek_3","video_seek_4","video_watch_1","video_watch_2","video_watch_3","video_watch_4","wall_load_more_1","wall_load_more_2","wall_load_more_3","wall_load_more_4","wall_make_post_1","wall_make_post_2","wall_make_post_3","wall_make_post_4","wall_page_load_1","wall_page_load_2","wall_page_load_3","wall_page_load_4","wall_search_1","wall_search_2","wall_search_3","Test_Schl_Type_AL","Test_Schl_Type_CH","Test_Schl_Type_DJ","Test_Schl_Type_HS","Test_Schl_Type_MS","GENDER_F","GENDER_M","ETHNICITY_A","ETHNICITY_B","ETHNICITY_H","ETHNICITY_I","ETHNICITY_M","ETHNICITY_W","FRL_N","FRL_Y","ALGEBRA_COURSE1_DESC_22_","ALGEBRA_COURSE1_DESC_22_Alg 1","ALGEBRA_COURSE1_DESC_22_Alg 1 Hon","ALGEBRA_COURSE1_DESC_22_Ib Myp Alg 1","ALGEBRA_COURSE1_DESC_22_Pre-Aice Math 1 Ig","First_time_test_taker_N","First_time_test_taker_Y","actions1","log_actions1","actions2","log_actions2","actions3","log_actions3","actions4","log_actions4"
"184057660",2301,4,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,36,3,0,12,13,2,0,5,0,0,0,1,0,0,0,0,0,0,0,11,2,10,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,75,36,0,0,76,39,0,0,11,32,0,0,5,6,0,0,0,0,0,0,0,0,0,0,18,14,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,243,5.4971682252932,180,5.19849703126583,21,3.09104245335832,0,0
"184468084",1461,5,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,3,0,0,276,2,12,0,311,3,15,274,0,10,2,37,0,7,1,0,0,0,0,0,0,0,0,28,0,2,14,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,342,5.83773044716594,602,6.40191719672719,29,3.40119738166216,44,3.80666248977032
"185348082",2361,1,454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,22,3.13549421592915,11,2.484906649788,3,1.38629436111989,0,0
"185951685",1461,13,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,56,21,0,6,59,23,0,43,1,0,15,5,3,0,3,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,68,4.23410650459726,133,4.89783979995091,48,3.89182029811063,19,2.99573227355399
"186769075",1461,14,482,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,81,26,8,51,101,141,22,93,216,104,167,45,44,20,43,12,0,0,0,0,0,0,0,0,0,14,2,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,453,6.11809719804135,308,5.73334127689775,245,5.50533153593236,209,5.34710753071747
"187170721",691,5,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,7,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,2,10,18,0,7,19,21,1,15,5,0,41,8,5,0,4,0,0,0,0,0,0,0,0,9,6,10,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,61,4.12713438504509,61,4.12713438504509,66,4.20469261939097,63,4.15888308335967
"188117947",3355,9,475,0,0,0,0,0,2,5,0,0,1,2,0,0,0,0,0,0,0,12,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,1,5,277,280,150,0,295,296,154,2,235,312,1,136,34,31,2,15,0,0,0,0,0,0,0,0,20,8,11,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,873,6.77308037565554,945,6.85224256905188,347,5.85220247977447,164,5.10594547390058
"188612623",961,8,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,16,2.83321334405622,24,3.2188758248682,0,0,3,1.38629436111989
"188683841",3101,91,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,1.94591014905531,15,2.77258872223978
"188928589",961,14,525,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,111,295,66,55,67,27,10,11,26,8,4,5,95,39,22,1,5,0,0,0,64,11,97,15,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,40,15,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,549,6.30991827822652,438,6.08449941307517,214,5.37063802812766,102,4.63472898822964
"189259010",2301,7,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,32,5,58,9,50,4,23,2,6,1,6,1,1,0,3,0,0,0,0,78,6,12,45,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,6,0,0,2,0,3,0,7,0,0,0,0,0,0,0,0,0,9,47,5,31,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,198,5.29330482472449,158,5.06890420222023,36,3.61091791264422,174,5.16478597392351
"189673382",961,3,485,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,15,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3,1.38629436111989,10,2.39789527279837,79,4.38202663467388,17,2.89037175789616
"189933250",2201,7,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,6,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,33,3.52636052461616,53,3.98898404656427,14,2.70805020110221,0,0
"189933376",2201,4,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,5,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,35,3.58351893845611,68,4.23410650459726,0,0,0,0
"189971778",1681,2,474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,20,0,8,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,5,0,0,2,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,4,2,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,19,2.99573227355399,39,3.68887945411394,30,3.43398720448515,6,1.94591014905531
"190307190",1461,10,468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,1,0,0,28,0,0,31,0,0,2,18,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,1.6094379124341,3,1.38629436111989,49,3.91202300542815,52,3.97029191355212
"190500467",3101,53,482,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,31,40,41,0,33,51,47,0,74,25,0,28,11,4,0,8,0,0,0,0,0,0,0,0,8,2,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,159,5.07517381523383,126,4.84418708645859,114,4.74493212836325,39,3.68887945411394
"190571279",2331,11,494,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,18,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,3,1,3,1,1,2,15,12,45,11,19,14,48,15,35,36,12,49,4,5,7,6,0,0,0,0,0,0,0,0,3,2,14,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,83,4.43081679884331,73,4.30406509320417,137,4.92725368515721,116,4.76217393479776
"190647033",1851,1,474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,12,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,43,0,23,93,47,0,24,104,0,16,22,9,0,5,15,2,0,0,0,0,0,0,0,0,0,4,2,14,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,96,4.57471097850338,28,3.36729582998647,94,4.55387689160054,242,5.49306144334055
"190701437",1851,10,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,10,0,0,0,17,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,30,3.43398720448515,23,3.17805383034795
"190746258",3355,13,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,238,0,0,0,256,0,0,232,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,289,5.66988092298052,502,6.22059017009974,3,1.38629436111989,0,0
"190818680",3010,23,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1.09861228866811,0,0,0,0,0,0
"190930428",4013,11,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,206,0,0,0,223,0,0,131,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,198,5.29330482472449,443,6.09582456243222,2,1.09861228866811,0,0
"191066949",1681,7,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,81,0,43,0,19,0,16,0,11,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,57,0,25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,130,4.87519732320115,133,4.89783979995091,144,4.97673374242057,2,1.09861228866811
"191322036",1611,6,494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,11,2.484906649788,18,2.94443897916644,4,1.6094379124341,0,0
"191323877",1461,5,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,38,144,0,0,45,150,0,59,0,0,158,8,0,0,17,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,77,4.35670882668959,89,4.49980967033027,298,5.70044357339069,184,5.22035582507832
"191579300",581,26,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.693147180559945,0,0
"191579650",1461,6,480,0,0,4,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,23,0,5,0,391,230,0,0,461,254,0,687,0,0,284,109,0,0,46,1,0,0,0,0,0,0,0,42,0,33,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,840,6.73459165997295,879,6.77992190747225,549,6.30991827822652,339,5.82894561761021
"191586706",2301,13,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,9,42,12,30,8,30,0,0,0,0,1,0,1,2,0,0,6,0,21,6,12,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,73,4.30406509320417,52,3.97029191355212,37,3.63758615972639,107,4.68213122712422
"191974317",1461,3,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,4,0,16,2,6,0,0,19,0,4,2,5,0,2,0,0,0,0,0,0,0,0,10,5,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,50,3.93182563272433,48,3.89182029811063,18,2.94443897916644,7,2.07944154167984
"192021147",1461,18,484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,2,9,17,4,4,10,1,11,12,2,2,11,5,4,0,0,0,0,0,0,0,0,9,12,5,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,42,3.76120011569356,42,3.76120011569356,29,3.40119738166216,31,3.46573590279973
"192049504",961,16,506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,2,2,0,0,3,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,35,3.58351893845611,28,3.36729582998647,3,1.38629436111989,0,0
"192199997",2191,11,486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,16,2.83321334405622,22,3.13549421592915
"192253722",1361,26,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.693147180559945,0,0
"192268961",1461,1,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,7,0,3,0,9,0,0,0,14,0,1,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,4,3,0,0,10,1,9,5,703,9,339,308,785,12,373,384,7,737,314,351,6,76,76,36,0,0,0,0,0,0,0,0,13,45,20,59,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1558,7.35179986905778,957,6.86484777797086,1148,7.04664727784876,1143,7.04228617193974
"192308525",961,11,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,52,0,6,2,16,0,16,2,4,0,7,1,22,0,0,0,0,0,3,8,10,0,0,0,1,0,1,0,1,0,0,1,2,0,0,2,3,0,0,18,0,10,0,21,0,15,6,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,22,3,23,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,86,4.46590811865458,130,4.87519732320115,137,4.92725368515721,27,3.3322045101752
"192526232",1461,3,425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71,0,7,14,77,0,7,28,0,67,53,3,0,14,9,1,0,0,0,0,0,0,0,0,0,13,1,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,149,5.01063529409626,95,4.56434819146784,78,4.36944785246702,51,3.95124371858143
"192683753",151,11,543,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,26,8,90,23,26,9,98,23,2,9,3,14,2,7,5,12,0,0,0,0,0,0,0,0,4,3,7,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,60,4.11087386417331,39,3.68887945411394,206,5.33271879326537,81,4.40671924726425
"192699531",1461,7,477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,4,0,72,48,0,0,80,48,0,138,0,0,40,24,0,0,9,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,171,5.14749447681345,162,5.09375020080676,108,4.69134788222914,55,4.02535169073515
"192699874",3251,17,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,2,0,2,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,5,15,13,3,17,24,22,8,31,78,67,88,17,11,12,19,6,0,0,0,0,0,0,0,0,7,9,2,16,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,157,5.06259503302697,142,4.96284463025991,133,4.89783979995091,106,4.67282883446191
"192762426",1851,8,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,1,14,0,0,1,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,31,3.46573590279973,11,2.484906649788,1,0.693147180559945,3,1.38629436111989
"192784896",1461,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,0,124,14,0,0,148,19,0,162,0,0,21,23,0,0,9,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,199,5.29831736654804,287,5.66296048013595,39,3.68887945411394,32,3.49650756146648
"192789915",1571,8,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.693147180559945,1,0.693147180559945
"192808101",2301,11,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,0,0,32,2,0,130,0,0,12,21,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,158,5.06890420222023,57,4.06044301054642,3,1.38629436111989,14,2.70805020110221
"192907137",1851,28,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8,2.19722457733622,6,1.94591014905531
"192955997",1571,15,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2,110,95,0,50,34,45,0,6,6,10,0,3,6,1,0,0,0,0,29,41,0,29,0,2,0,0,0,0,0,0,3,0,0,0,32,1,35,14,111,1,1,61,149,2,16,89,3,83,33,0,2,54,46,15,0,0,0,0,0,0,0,0,1,53,28,56,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,436,6.07993319509559,298,5.70044357339069,315,5.75574221358691,415,6.03068526026126
"192970893",1571,11,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1.6094379124341,0,0,2,1.09861228866811,0,0
"192999145",2331,12,532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,0,0,0,19,0,0,0,54,0,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,68,4.23410650459726,95,4.56434819146784,7,2.07944154167984,1,0.693147180559945
